Date,Ticker,Open,High,Low,Close,Volume
2025-06-16,2222.SR,25.399999618530273,25.450000762939453,25.25,25.299999237060547,14678983
2025-06-16,AAPL,197.2899932861328,198.68499755859375,196.5635986328125,197.26010131835938,15459240
2025-06-16,AMZN,212.3699951171875,216.5500030517578,211.61000061035156,216.35000610351562,12807798
2025-06-16,AVGO,250.27999877929688,255.19000244140625,249.56500244140625,253.5,8234693
2025-06-16,BRK-B,489.7300109863281,491.7300109863281,488.5404052734375,490.5971984863281,1082820
2025-06-16,GOOGL,174.72999572753906,176.3699951171875,174.64999389648438,175.77999877929688,10102830
2025-06-16,META,698.989990234375,707.1500244140625,693.5103149414062,703.5499877929688,6925363
2025-06-16,MSFT,475.2650146484375,480.6943054199219,475.0,479.8999938964844,5610351
2025-06-16,NVDA,143.34500122070312,146.1750030517578,143.20010375976562,145.69419860839844,86594692
2025-06-16,TSM,213.0,217.60000610351562,212.72999572753906,216.6999969482422,5585836
